,ImmuneCell,RFs,R,pvalue
232,T cells follicular helper,original_shape_Sphericity,0.0032034130073197446,0.9595636103246371
233,T cells follicular helper,wavelet.LLL_glcm_Idmn,0.04580567487537262,0.46823319167428146
234,T cells follicular helper,wavelet.LHL_gldm_DependenceVariance,-0.12586771712493797,0.04548992365960796
235,T cells follicular helper,wavelet.HLL_gldm_DependenceVariance,-0.154427254860456,0.013935552764613154
236,T cells follicular helper,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.09083049593601042,0.14970548602507583
237,T cells follicular helper,log.sigma.5.mm.3D_firstorder_Median,0.07299662686697897,0.24732270417827257
238,T cells follicular helper,lbp.2D_firstorder_InterquartileRange,0.14452583546533887,0.021475068286505517
239,T cells follicular helper,wavelet.LHH_gldm_DependenceNonUniformityNormalized,0.04367302431107401,0.48921867108963685
240,T cells regulatory (Tregs),log.sigma.5.mm.3D_glcm_Idn,-0.1480570207113753,0.0184564999160807
241,T cells regulatory (Tregs),squareroot_firstorder_Median,-0.1365255223282835,0.029931692717776282
242,T cells regulatory (Tregs),lbp.3D.k_glrlm_ShortRunEmphasis,-0.2012326809760927,0.0012911801071498652
243,T cells regulatory (Tregs),wavelet.LLH_glszm_GrayLevelNonUniformity,-0.07914262872758757,0.20963286824698182
244,T cells regulatory (Tregs),log.sigma.5.mm.3D_firstorder_90Percentile,-0.09976622441719844,0.11342773232866779
245,T cells regulatory (Tregs),wavelet.LHH_ngtdm_Contrast,0.08870818671541633,0.15949331180776283
246,T cells regulatory (Tregs),square_glrlm_RunEntropy,-0.0569425605219648,0.367070778959292
247,T cells regulatory (Tregs),wavelet.HLL_firstorder_Kurtosis,0.0037993227805386788,0.9520497970750222
248,T cells regulatory (Tregs),wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.1328564471137271,0.03467630531857717
249,T cells regulatory (Tregs),wavelet.LHL_glszm_ZoneEntropy,-0.18965994277005022,0.0024509696231878996
250,T cells regulatory (Tregs),original_shape_MinorAxisLength,-0.1708613725029169,0.006443399271709125
251,T cells regulatory (Tregs),wavelet.LLH_firstorder_Mean,-0.0353277876463798,0.5759468536525635
252,T cells regulatory (Tregs),original_shape_Sphericity,0.08918213263370814,0.15726685152982633
253,T cells regulatory (Tregs),wavelet.LLL_glcm_Idmn,-0.031093227919307215,0.6225510916029271
254,T cells regulatory (Tregs),wavelet.LHL_gldm_DependenceVariance,-0.08168085192728922,0.1953393327672361
255,T cells regulatory (Tregs),wavelet.HLL_gldm_DependenceVariance,-0.1376972930626953,0.028538376591665374
256,T cells regulatory (Tregs),log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.1877015145946189,0.0027222358160439142
257,T cells regulatory (Tregs),log.sigma.5.mm.3D_firstorder_Median,-0.10386106484931892,0.09929291759107443
258,T cells regulatory (Tregs),lbp.2D_firstorder_InterquartileRange,0.010063790235455951,0.8734437619122626
259,T cells regulatory (Tregs),wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.012509400876978619,0.8430476981521026
260,T cells gamma delta,log.sigma.5.mm.3D_glcm_Idn,0.05303460350605975,0.4009190360972695
261,T cells gamma delta,squareroot_firstorder_Median,0.0134421231577667,0.8315134721787343
262,T cells gamma delta,lbp.3D.k_glrlm_ShortRunEmphasis,-0.02858217191420226,0.650931559414262
263,T cells gamma delta,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.019773690793838183,0.7542860434386174
264,T cells gamma delta,log.sigma.5.mm.3D_firstorder_90Percentile,0.03948639632778779,0.5318376476656982
265,T cells gamma delta,wavelet.LHH_ngtdm_Contrast,-0.04778038066969975,0.4492522114284316
266,T cells gamma delta,square_glrlm_RunEntropy,-0.08960144923469453,0.15531661714392456
267,T cells gamma delta,wavelet.HLL_firstorder_Kurtosis,-0.010910621542900732,0.8628952515961144
268,T cells gamma delta,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,0.005460837188022112,0.9311242433429744
269,T cells gamma delta,wavelet.LHL_glszm_ZoneEntropy,0.09510539220111042,0.1313819936442099
270,T cells gamma delta,original_shape_MinorAxisLength,0.05403061502699798,0.3921199946595068
271,T cells gamma delta,wavelet.LLH_firstorder_Mean,0.03689712871822231,0.559100908368121
272,T cells gamma delta,original_shape_Sphericity,-0.14289742647701587,0.023005323065959916
273,T cells gamma delta,wavelet.LLL_glcm_Idmn,0.019988568108806677,0.7517028378144708
274,T cells gamma delta,wavelet.LHL_gldm_DependenceVariance,0.09926514090971308,0.11526053236616338
275,T cells gamma delta,wavelet.HLL_gldm_DependenceVariance,0.06312039901516531,0.3173021787397508
276,T cells gamma delta,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.05385823410501426,0.39363446708965677
277,T cells gamma delta,log.sigma.5.mm.3D_firstorder_Median,0.0454842562523446,0.47136392096928315
278,T cells gamma delta,lbp.2D_firstorder_InterquartileRange,-0.05306079405690476,0.4006861630022764
279,T cells gamma delta,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.07454432604154823,0.2374148516715129
280,NK cells resting,log.sigma.5.mm.3D_glcm_Idn,-0.04532652898213115,0.4729044267091589
281,NK cells resting,squareroot_firstorder_Median,-0.08093513896918811,0.19946293597428874
282,NK cells resting,lbp.3D.k_glrlm_ShortRunEmphasis,-0.006401573307892837,0.9192963863595578
283,NK cells resting,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.05990476264557976,0.3426319748801228
284,NK cells resting,log.sigma.5.mm.3D_firstorder_90Percentile,-0.08658197208010039,0.16977399397511714
285,NK cells resting,wavelet.LHH_ngtdm_Contrast,0.03854483994873327,0.5416736732256103
286,NK cells resting,square_glrlm_RunEntropy,-0.08520520736832479,0.17668947271790905
287,NK cells resting,wavelet.HLL_firstorder_Kurtosis,0.06086817365582169,0.33491177060012195
288,NK cells resting,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.05442306175110493,0.3886852369597754
289,NK cells resting,wavelet.LHL_glszm_ZoneEntropy,-0.059277827801930964,0.34771610699767147
290,NK cells resting,original_shape_MinorAxisLength,-0.08344990017363416,0.18580617723969609
291,NK cells resting,wavelet.LLH_firstorder_Mean,-0.040871060400096346,0.5175379529799811
292,NK cells resting,original_shape_Sphericity,0.14039459129511223,0.02554063384062759
293,NK cells resting,wavelet.LLL_glcm_Idmn,-0.016792078783491954,0.790400590497176
294,NK cells resting,wavelet.LHL_gldm_DependenceVariance,-0.035668319162533955,0.5722712851036351
295,NK cells resting,wavelet.HLL_gldm_DependenceVariance,-0.11509578719126308,0.06759106405775452
296,NK cells resting,log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.16276910943261402,0.009500487433308176
297,NK cells resting,log.sigma.5.mm.3D_firstorder_Median,-0.003559579812614935,0.9550722389583396
298,NK cells resting,lbp.2D_firstorder_InterquartileRange,-0.003923169615845206,0.9504887246186978
299,NK cells resting,wavelet.LHH_gldm_DependenceNonUniformityNormalized,0.0118116922541236,0.8516977753383586
300,NK cells activated,log.sigma.5.mm.3D_glcm_Idn,-0.01594985121316042,0.8006873303425102
301,NK cells activated,squareroot_firstorder_Median,0.20759714169457352,0.0008939173712509033
302,NK cells activated,lbp.3D.k_glrlm_ShortRunEmphasis,0.08780655882090363,0.16379419851347884
303,NK cells activated,wavelet.LLH_glszm_GrayLevelNonUniformity,0.21089418318231634,0.0007357074430521169
304,NK cells activated,log.sigma.5.mm.3D_firstorder_90Percentile,0.054451282712154055,0.38843894630969145
305,NK cells activated,wavelet.LHH_ngtdm_Contrast,-0.17304703880272648,0.0057854155571662805
306,NK cells activated,square_glrlm_RunEntropy,0.16892232454009876,0.0070823281383919304
307,NK cells activated,wavelet.HLL_firstorder_Kurtosis,-0.03048777892901678,0.6293452445349638
308,NK cells activated,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,0.12737890741616895,0.04293871427928608
309,NK cells activated,wavelet.LHL_glszm_ZoneEntropy,-0.026329705206632328,0.6768261767999847
310,NK cells activated,original_shape_MinorAxisLength,0.07652582913507398,0.22514141884391006
311,NK cells activated,wavelet.LLH_firstorder_Mean,-0.08108377749564992,0.1986359988698853
312,NK cells activated,original_shape_Sphericity,-0.0055719633907267046,0.9297262169287569
313,NK cells activated,wavelet.LLL_glcm_Idmn,0.011226492627474402,0.85896672991169
314,NK cells activated,wavelet.LHL_gldm_DependenceVariance,-0.02052353002628344,0.7452837055454062
315,NK cells activated,wavelet.HLL_gldm_DependenceVariance,0.10305499627163389,0.1019589390233377
316,NK cells activated,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.1511548395855967,0.01611941812863383
317,NK cells activated,log.sigma.5.mm.3D_firstorder_Median,-0.09832077754964237,0.11877755028170492
318,NK cells activated,lbp.2D_firstorder_InterquartileRange,-0.03398889710608081,0.5905046684957204
319,NK cells activated,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.02193961430478125,0.7283774889559506
320,Monocytes,log.sigma.5.mm.3D_glcm_Idn,-0.09377593496640405,0.13688519815600086
321,Monocytes,squareroot_firstorder_Median,0.22850477737008767,0.00024714293364857073
322,Monocytes,lbp.3D.k_glrlm_ShortRunEmphasis,0.12947009488089253,0.0396075077041421
323,Monocytes,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.014000029155475765,0.8246313320683223
324,Monocytes,log.sigma.5.mm.3D_firstorder_90Percentile,-0.14136893183705496,0.02452643561080537
325,Monocytes,wavelet.LHH_ngtdm_Contrast,-0.12554347028657603,0.046053555820250905
326,Monocytes,square_glrlm_RunEntropy,0.10447755100763964,0.09729148508930202
327,Monocytes,wavelet.HLL_firstorder_Kurtosis,0.11795189919125311,0.06101400154125471
328,Monocytes,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,0.21325311563679672,0.0006388437693378246
329,Monocytes,wavelet.LHL_glszm_ZoneEntropy,-0.0487210852816044,0.44036495322711067
330,Monocytes,original_shape_MinorAxisLength,-0.03702006820111577,0.5577913363058055
331,Monocytes,wavelet.LLH_firstorder_Mean,-0.11434395753254861,0.06941560609047916
332,Monocytes,original_shape_Sphericity,0.08643059036493252,0.17052436286906275
333,Monocytes,wavelet.LLL_glcm_Idmn,-0.07001298484850751,0.26722659452097997
334,Monocytes,wavelet.LHL_gldm_DependenceVariance,0.15668633382204702,0.012583687823602922
335,Monocytes,wavelet.HLL_gldm_DependenceVariance,0.28616799530361237,3.721569008968306e-06
336,Monocytes,log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.10914678346355784,0.08315453646535079
337,Monocytes,log.sigma.5.mm.3D_firstorder_Median,-0.12078240164444123,0.05502508588789426
338,Monocytes,lbp.2D_firstorder_InterquartileRange,-0.18242269583133322,0.0035945224282205967
339,Monocytes,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.010658509563574163,0.8660332197000656
340,Dendritic cells resting,log.sigma.5.mm.3D_glcm_Idn,-0.10256843578176833,0.10359542054280618
341,Dendritic cells resting,squareroot_firstorder_Median,-0.07693029273346806,0.22269255420638281
342,Dendritic cells resting,lbp.3D.k_glrlm_ShortRunEmphasis,-0.0350106668375364,0.5793796655075368
343,Dendritic cells resting,wavelet.LLH_glszm_GrayLevelNonUniformity,0.10390930216409867,0.09913514592674522
344,Dendritic cells resting,log.sigma.5.mm.3D_firstorder_90Percentile,-0.008933841063650591,0.8875534967294246
345,Dendritic cells resting,wavelet.LHH_ngtdm_Contrast,0.08920894138021293,0.15714161507536642
346,Dendritic cells resting,square_glrlm_RunEntropy,0.07888617476352953,0.211117859666774
347,Dendritic cells resting,wavelet.HLL_firstorder_Kurtosis,-0.01994770451946243,0.7521938785917857
348,Dendritic cells resting,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.0012738461751793492,0.9839145912497848
349,Dendritic cells resting,wavelet.LHL_glszm_ZoneEntropy,-0.1576139144558685,0.012062926605911035
350,Dendritic cells resting,original_shape_MinorAxisLength,-0.07342475228781929,0.2445536378016489
351,Dendritic cells resting,wavelet.LLH_firstorder_Mean,-0.05751464566558556,0.36226869362647607
352,Dendritic cells resting,original_shape_Sphericity,0.05132878074135569,0.4162597411896689
353,Dendritic cells resting,wavelet.LLL_glcm_Idmn,-0.044197543509148285,0.4840111256467964
354,Dendritic cells resting,wavelet.LHL_gldm_DependenceVariance,-0.18004539956143603,0.0040642442005097475
355,Dendritic cells resting,wavelet.HLL_gldm_DependenceVariance,-0.15264344095283097,0.015091435221942336
356,Dendritic cells resting,log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.030015745393571294,0.6346640106544548
357,Dendritic cells resting,log.sigma.5.mm.3D_firstorder_Median,-0.11955435739839551,0.0575607656089574
358,Dendritic cells resting,lbp.2D_firstorder_InterquartileRange,0.09562704670905132,0.12926981393535236
359,Dendritic cells resting,wavelet.LHH_gldm_DependenceNonUniformityNormalized,0.07986184913089946,0.20550838023101733
360,Dendritic cells activated,log.sigma.5.mm.3D_glcm_Idn,-0.00841197605445907,0.8940823077183694
361,Dendritic cells activated,squareroot_firstorder_Median,-0.03284858177518569,0.6030345128280953
362,Dendritic cells activated,lbp.3D.k_glrlm_ShortRunEmphasis,-0.08390814370899048,0.18339347227641692
363,Dendritic cells activated,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.014162703121904707,0.822627136753739
364,Dendritic cells activated,log.sigma.5.mm.3D_firstorder_90Percentile,-0.005587439835155553,0.9295315320729258
365,Dendritic cells activated,wavelet.LHH_ngtdm_Contrast,0.029441831591966686,0.641156061652526
366,Dendritic cells activated,square_glrlm_RunEntropy,-0.035271988371345306,0.5765501846720505
367,Dendritic cells activated,wavelet.HLL_firstorder_Kurtosis,-0.11681545391481497,0.06356496910759529
368,Dendritic cells activated,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.09736958074187047,0.12240399479655659
369,Dendritic cells activated,wavelet.LHL_glszm_ZoneEntropy,0.06025153612534762,0.3398402092911272
370,Dendritic cells activated,original_shape_MinorAxisLength,0.028918753997135373,0.6470969329118647
371,Dendritic cells activated,wavelet.LLH_firstorder_Mean,-0.03493788698619225,0.5801688472136575
372,Dendritic cells activated,original_shape_Sphericity,0.013745409435197888,0.8277706065003148
373,Dendritic cells activated,wavelet.LLL_glcm_Idmn,0.04727994489872384,0.45402095930266595
374,Dendritic cells activated,wavelet.LHL_gldm_DependenceVariance,0.006938464717683684,0.9125538396639539
375,Dendritic cells activated,wavelet.HLL_gldm_DependenceVariance,-0.07695679090567226,0.22253278250590622
376,Dendritic cells activated,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.08425176255274591,0.18159947384482342
377,Dendritic cells activated,log.sigma.5.mm.3D_firstorder_Median,-0.04026223482893203,0.5238009623167171
378,Dendritic cells activated,lbp.2D_firstorder_InterquartileRange,-0.004977447299148024,0.9372079466723711
379,Dendritic cells activated,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.035836500445446014,0.5704600951598359
380,Mast cells resting,log.sigma.5.mm.3D_glcm_Idn,0.03464669509958469,0.5833313593259172
381,Mast cells resting,squareroot_firstorder_Median,-0.006647266804301698,0.9162101011240815
382,Mast cells resting,lbp.3D.k_glrlm_ShortRunEmphasis,0.0770526208240288,0.22195565348155075
383,Mast cells resting,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.10966799744270439,0.08168477957716708
384,Mast cells resting,log.sigma.5.mm.3D_firstorder_90Percentile,0.018741442957718103,0.76673314731771
385,Mast cells resting,wavelet.LHH_ngtdm_Contrast,-0.053769018833053205,0.3944196588069748
386,Mast cells resting,square_glrlm_RunEntropy,-0.13691584836735818,0.029461247393291333
387,Mast cells resting,wavelet.HLL_firstorder_Kurtosis,0.057619957564367906,0.3613889873839712
388,Mast cells resting,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.010971149076002504,0.862142200178708
389,Mast cells resting,wavelet.LHL_glszm_ZoneEntropy,-0.008578029896149053,0.8920040898116869
390,Mast cells resting,original_shape_MinorAxisLength,-0.07798196740004874,0.21641395307252262
391,Mast cells resting,wavelet.LLH_firstorder_Mean,0.08060964736268719,0.20128250485227844
392,Mast cells resting,original_shape_Sphericity,-0.005946805664183369,0.9250121174121969
393,Mast cells resting,wavelet.LLL_glcm_Idmn,0.04234602406037181,0.502526258626825
394,Mast cells resting,wavelet.LHL_gldm_DependenceVariance,0.09208886471604825,0.14412114481124053
395,Mast cells resting,wavelet.HLL_gldm_DependenceVariance,-0.0009833023083646792,0.9875830768917042
396,Mast cells resting,log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.08251494227089197,0.1908010363198655
397,Mast cells resting,log.sigma.5.mm.3D_firstorder_Median,0.11056119524376294,0.0792148447721414
398,Mast cells resting,lbp.2D_firstorder_InterquartileRange,0.013646797293871558,0.8289871599439905
399,Mast cells resting,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.03544798624610815,0.5746482108499408
400,Mast cells activated,log.sigma.5.mm.3D_glcm_Idn,-0.03135010561135758,0.619678075121008
401,Mast cells activated,squareroot_firstorder_Median,0.05897091237284504,0.35022233771406075
402,Mast cells activated,lbp.3D.k_glrlm_ShortRunEmphasis,0.13759180030462173,0.028661498029112283
403,Mast cells activated,wavelet.LLH_glszm_GrayLevelNonUniformity,0.2452930886738325,8.056696783494526e-05
404,Mast cells activated,log.sigma.5.mm.3D_firstorder_90Percentile,-0.01495585862107928,0.8128719068957202
405,Mast cells activated,wavelet.LHH_ngtdm_Contrast,-0.11133079880632163,0.07713542213094418
406,Mast cells activated,square_glrlm_RunEntropy,0.11198487486589724,0.0754031057365472
407,Mast cells activated,wavelet.HLL_firstorder_Kurtosis,0.012111895871734137,0.8479736627379667
408,Mast cells activated,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,0.2697169402656893,1.3629403181094548e-05
409,Mast cells activated,wavelet.LHL_glszm_ZoneEntropy,-0.02774058005767847,0.6605597715174981
410,Mast cells activated,original_shape_MinorAxisLength,0.05690287005745623,0.3674053973529612
411,Mast cells activated,wavelet.LLH_firstorder_Mean,-0.09913957553067451,0.11572341771030513
412,Mast cells activated,original_shape_Sphericity,-0.0538898308201239,0.3933566072987345
413,Mast cells activated,wavelet.LLL_glcm_Idmn,-0.011279840131869882,0.8583035811291355
414,Mast cells activated,wavelet.LHL_gldm_DependenceVariance,0.04089923387302773,0.5172490669606603
415,Mast cells activated,wavelet.HLL_gldm_DependenceVariance,0.1465560819687025,0.01969121730338002
416,Mast cells activated,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.04170210063396653,0.5090516251378362
417,Mast cells activated,log.sigma.5.mm.3D_firstorder_Median,-0.08899924757591363,0.15812320178571967
418,Mast cells activated,lbp.2D_firstorder_InterquartileRange,-0.04837097827642061,0.4436608047094729
419,Mast cells activated,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.11070888977940956,0.07881230712752331
420,Eosinophils,log.sigma.5.mm.3D_glcm_Idn,-0.020651788602343436,0.7437472912861278
421,Eosinophils,squareroot_firstorder_Median,0.1042735009561581,0.09795035675087785
422,Eosinophils,lbp.3D.k_glrlm_ShortRunEmphasis,0.16265341072332706,0.009552235103037505
423,Eosinophils,wavelet.LLH_glszm_GrayLevelNonUniformity,0.12580721768533826,0.045594647984116575
424,Eosinophils,log.sigma.5.mm.3D_firstorder_90Percentile,-0.0592489706180901,0.3479512668878841
425,Eosinophils,wavelet.LHH_ngtdm_Contrast,-0.09352557757821016,0.13794103613852246
426,Eosinophils,square_glrlm_RunEntropy,-0.0036220891845362545,0.9542841190591761
427,Eosinophils,wavelet.HLL_firstorder_Kurtosis,0.08728591671556259,0.1663169823186175
428,Eosinophils,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,0.21868947491335128,0.00045875684960416024
429,Eosinophils,wavelet.LHL_glszm_ZoneEntropy,-0.0011194810606006314,0.9858636098483875
430,Eosinophils,original_shape_MinorAxisLength,-0.03293100518396614,0.6021248634780667
431,Eosinophils,wavelet.LLH_firstorder_Mean,-0.09277600518175201,0.14113954323276637
432,Eosinophils,original_shape_Sphericity,-0.048022466500782256,0.44695550380541116
433,Eosinophils,wavelet.LLL_glcm_Idmn,-0.023974689825258428,0.7043114420203305
434,Eosinophils,wavelet.LHL_gldm_DependenceVariance,0.125655691491785,0.04585782586520755
435,Eosinophils,wavelet.HLL_gldm_DependenceVariance,0.12108835011154044,0.05440797185456428
436,Eosinophils,log.sigma.3.mm.3D_glszm_ZoneEntropy,-0.04366523065710614,0.4892962737456479
437,Eosinophils,log.sigma.5.mm.3D_firstorder_Median,-0.02589010519591864,0.6819256815603434
438,Eosinophils,lbp.2D_firstorder_InterquartileRange,-0.03179316036822673,0.6147363417774728
439,Eosinophils,wavelet.LHH_gldm_DependenceNonUniformityNormalized,-0.06023993867416263,0.33993334182453816
440,Neutrophils,log.sigma.5.mm.3D_glcm_Idn,0.08744529695447144,0.16554163609284217
441,Neutrophils,squareroot_firstorder_Median,-0.1472184161146129,0.019137788710988982
442,Neutrophils,lbp.3D.k_glrlm_ShortRunEmphasis,-0.16395883297618788,0.008982613849939093
443,Neutrophils,wavelet.LLH_glszm_GrayLevelNonUniformity,-0.0014960956515241899,0.981108633227913
444,Neutrophils,log.sigma.5.mm.3D_firstorder_90Percentile,0.12181577166265149,0.05296374247778455
445,Neutrophils,wavelet.LHH_ngtdm_Contrast,0.10558125443325829,0.09378848318387882
446,Neutrophils,square_glrlm_RunEntropy,0.10082436891511928,0.10963241296619673
447,Neutrophils,wavelet.HLL_firstorder_Kurtosis,-0.050359945576990424,0.42512381964984514
448,Neutrophils,wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,-0.22220577249210907,0.0003687069176661218
449,Neutrophils,wavelet.LHL_glszm_ZoneEntropy,0.017951617662782627,0.7762978212306131
450,Neutrophils,original_shape_MinorAxisLength,0.1185379256384667,0.05973185935077911
451,Neutrophils,wavelet.LLH_firstorder_Mean,0.10873197053854951,0.08433941215993061
452,Neutrophils,original_shape_Sphericity,-0.012929637499694871,0.8378466717147618
453,Neutrophils,wavelet.LLL_glcm_Idmn,0.1201946505180956,0.0562268879291134
454,Neutrophils,wavelet.LHL_gldm_DependenceVariance,-0.1897907986214385,0.0024337521603711456
455,Neutrophils,wavelet.HLL_gldm_DependenceVariance,-0.23352327930258313,0.0001782693183955983
456,Neutrophils,log.sigma.3.mm.3D_glszm_ZoneEntropy,0.14639860723361817,0.019824825093485217
457,Neutrophils,log.sigma.5.mm.3D_firstorder_Median,0.07709879403141935,0.22167795930325807
458,Neutrophils,lbp.2D_firstorder_InterquartileRange,0.1475799466330076,0.018841444118347137
459,Neutrophils,wavelet.LHH_gldm_DependenceNonUniformityNormalized,0.12261313067620651,0.05141738618463419
